STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,"0,0026",GOUTTE BUVABLE,FLACON DE 60 ML,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"11,10","6,90","6,62",1509,,89,28,61,61,39,22,22,22,0,48,0,48,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,"0,001",SOLUTION BUVABLE,FLACON DE 125 ML,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"15,60","9,70","9,29",1510,,95,32,63,63,22,41,41,32,9,9,4,5,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,10 MG,COMPRIME,BOITE DE 20,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"13,40","8,40","7,98",1511,,134,38,96,128,34,94,94,41,53,53,19,34,Fast,40,True
AMM ENREGISTREE,Commercialisé AO / Export,PRAMIDOL,10 MG,COMPRIME,BOITE DE 40,GN,METOCLOPRAMIDE,GASTRO-ENTEROLOGIE,GALENICA,"13,10","8,20","7,82",1512,,112,10,102,102,42,60,60,24,36,36,11,25,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,PRODOL,"0,05",GEL,TUBE DE 50 G,GN,IBUPROFENE,RHUMATOLOGIE,GALENICA,"36,10","22,60","21,50",1513,,147,37,110,110,34,76,112,25,87,87,7,80,Medium,30,False
AMM ENREGISTREE,Commercialisé,PRODOL,20 MG / ML,SUSPENSION BUVABLE,FLACON DE 150 ML,GN,IBUPROFENE,ANTI-INFLAMMATOIRES,GALENICA,"19,10","11,90","11,35",1514,,82,2,80,80,31,49,49,23,26,58,26,32,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,PROFLOX,500 MG,COMPRIME,BOITE DE 20,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"131,60","82,20","78,32",1515,,152,10,142,142,0,142,142,31,111,111,5,106,Slow,20,False
AMM ENREGISTREE,Commercialisé,PROFLOX,250 MG,COMPRIME,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"51,40","32,10","30,60",1516,,79,15,64,106,25,81,81,2,79,79,21,58,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,PROFLOX,250 MG,COMPRIME,BOITE DE 20,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"74,80","46,70","44,50",1517,,95,25,70,70,3,67,67,2,65,105,8,97,Very Slow,10,False
AMM ENREGISTREE,Commercialisé,PROFLOX,500 MG,COMPRIME,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"74,80","46,70","44,50",1518,,99,1,98,143,35,108,108,41,67,67,5,62,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,PROFLOX,500 MG,COMPRIME,BOITE DE 2,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"32,70","20,40","19,47",1519,,161,10,151,151,4,147,181,37,144,144,14,130,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,PYRAZIN,500 MG,COMPRIME,BOITE DE 50,GN,PYRAZINAMIDE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"67,20","42,00","40,00",1520,,77,5,72,72,31,41,41,16,25,25,6,19,Slow,20,True
AMM ENREGISTREE,Commercialisé,PYROSIX,0,SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 250 ML,GN,ALGINATE (SODIUM),GASTRO-ENTEROLOGIE,GALENICA,"29,10","18,20","17,35",1521,,56,13,43,43,34,9,9,3,6,6,0,6,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,RANITIL,150 MG,COMPRIME,BOITE DE 60,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"152,50","95,30","90,79",1522,,138,21,117,117,8,109,109,3,106,106,34,72,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,RANITIL,300 MG,COMPRIME,BOITE DE 14,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"96,80","60,50","57,65",1523,,77,32,45,45,1,44,44,8,36,36,15,21,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,RANITIL,150 MG,COMPRIME,BOITE DE 30,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"104,90","65,50","62,42",1524,,78,43,35,35,18,17,17,7,10,10,5,5,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,RANITIL,150 MG,COMPRIME EFFERVESCENT,BOITE DE 20,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"75,70","47,30","45,06",1525,,174,5,169,169,10,159,181,39,142,142,46,96,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,RANITIL,300 MG,COMPRIME,BOITE DE 10,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"69,20","43,20","41,18",1526,,198,12,186,186,46,140,140,50,90,90,49,41,Fast,40,False
AMM ENREGISTREE,Commercialisé AO / Export,RANITIL,300 MG,COMPRIME,BOITE DE 30,GN,RANITIDINE,GASTRO-ENTEROLOGIE,GALENICA,"152,50","95,30","90,79",1527,,163,49,114,114,13,101,146,8,138,138,11,127,Medium,30,False
AMM ENREGISTREE,Commercialisé EXPORT,REGULAX,0,SACHET,BOITE DE 20,GN,TEGUMENTS D'ISPAGHUL,GASTRO-ENTEROLOGIE,GALENICA,"52,80","33,00","31,43",1528,,131,49,82,82,42,40,40,22,18,18,12,6,Fast,40,True
AMM ENREGISTREE,Commercialisé,RHUMIX,400 MG / 300 MG / 200 MG / 60 MG / 25 MG / 4 MG,SACHET,BOITE DE 10,GN,PARACETAMOL // ACIDE ASCORBIQUE // IBUPROFENE  // PSEUDOEPHEDRINE // CAFEINE // CHLORPHENAMINE (MALEATE),ANTALGIQUES,GALENICA,"20,60","12,80","12,24",1529,,132,26,106,106,0,106,106,30,76,76,37,39,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,RITROCINE,300 MG,COMPRIME,BOITE DE 7,GN,ROXITHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"78,20","48,90","46,55",1530,,157,43,114,114,2,112,112,32,80,80,19,61,Medium,30,False
AMM SUSPENDUE,Suspendu du Marché,ROXID,"0,044",SUSPENSION BUVABLE,FLACON DE 90 ML,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"21,20","13,20","12,60",1531,,103,28,75,75,1,74,108,27,81,81,26,55,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,ROXID,100 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"10,70","6,70","6,40",1532,,61,46,15,15,4,11,52,4,48,48,4,44,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,ROXID,100 MG,GELULE,BOITE DE 30,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"20,20","12,60","12,00",1533,,66,8,58,58,9,49,85,1,84,84,5,79,Very Slow,10,False
AMM ENREGISTREE,Commercialisé,ROXID,200 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"17,10","10,70","10,21",1534,,56,22,34,34,8,26,26,11,15,15,11,4,Slow,20,True
AMM ENREGISTREE,Commercialisé,ROXID,200 MG,GELULE,BOITE DE 28,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GALENICA,"28,80","18,00","17,13",1535,,108,5,103,144,3,141,141,48,93,93,8,85,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,RYBAC,200 MG,POUDRE POUR SOLUTION BUVABLE,FLACON DE 60 ML,GN,ERYTHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"24,80","15,50","14,74",1536,,55,1,54,54,22,32,32,24,8,8,8,0,Slow,20,True
AMM ENREGISTREE,Commercialisé AO / Export,RYBAC,500 MG,COMPRIME,BOITE DE 20,GN,ERYTHROMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"76,20","47,60","45,39",1537,,151,3,148,168,45,123,123,18,105,105,49,56,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,20 MG,COMPRIME ENROBE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"84,10","52,60","50,08",1538,,53,50,3,3,3,0,0,0,0,45,0,45,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,20 MG,COMPRIME ENROBE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"159,80","99,90","95,13",1539,,113,23,90,90,27,63,63,40,23,23,1,22,Medium,30,True
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,40 MG,COMPRIME ENROBE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"159,80","99,90","95,13",1540,,125,44,81,81,8,73,73,44,29,72,22,50,Medium,30,False
AMM ENREGISTREE,Commercialisé AO / Export,SISTEROL,40 MG,COMPRIME ENROBE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,GALENICA,"283,00","188,10","179,14",1541,,192,38,154,154,39,115,115,38,77,77,7,70,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1 G,SOLUTION INJECTABLE,BOITE DE 1 FLACON,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"7,00","4,40","4,20",1542,,78,42,36,36,25,11,11,7,4,54,0,54,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1 G,SOLUTION INJECTABLE,BOITE DE 6 FL,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"41,70","26,10","24,84",1543,,74,46,28,28,1,27,27,11,16,16,15,1,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,100 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,GALENICA,"16,20","10,10","9,62",1544,,90,11,79,79,4,75,120,26,94,94,6,88,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,1000 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"50,60","31,60","30,15",1545,,133,39,94,94,25,69,97,40,57,57,26,31,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,2 G,SOLUTION INJECTABLE,BOITE DE 1 FLACON,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"11,10","6,90","6,62",1546,,154,21,133,133,15,118,118,23,95,95,19,76,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,2 G,SOLUTION INJECTABLE,BOITE DE 6 FL,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"61,60","38,50","36,66",1547,,184,2,182,182,26,156,156,7,149,149,0,149,Very Slow,10,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,250 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,GALENICA,"17,30","10,80","10,29",1548,,127,11,116,116,38,78,78,4,74,74,33,41,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,SPRIDOL,500 MG,SACHET,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,GALENICA,"20,40","12,70","12,13",1549,,84,14,70,70,0,70,99,18,81,81,22,59,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,STREPTOMYCINE,1 G,INJECTABLE,1 FLACON,GN,STREPTOMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"8,10","5,00","4,81",1550,,179,20,159,192,14,178,178,8,170,170,39,131,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,TINIZOL,500 MG,COMPRIME,BOITE DE 12,GN,TINIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"47,70","29,80","28,37",1551,,116,35,81,81,36,45,45,42,3,3,0,3,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,TINIZOL,500 MG,COMPRIME,BOITE DE 4,GN,TINIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"19,10","11,90","11,35",1552,,61,37,24,24,10,14,14,13,1,27,1,26,Slow,20,False
AMM ENREGISTREE,Commercialisé,TRISULFA,"4 / 0,8 G",SUSPENSION,FLACON DE 100 ML,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"19,10","11,90","11,35",1553,,175,28,147,147,32,115,115,37,78,78,5,73,Medium,30,False
AMM ENREGISTREE,Commercialisé,TRISULFA ADULTE,400 MG / 80 MG,COMPRIME,BOITE DE 20,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"21,00","13,10","12,49",1554,,59,1,58,58,18,40,81,37,44,44,1,43,Slow,20,False
AMM ENREGISTREE,Commercialisé AO / Export,TRISULFA FORTE,800 MG / 160 MG,COMPRIME,BOITE DE 10,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"16,20","10,10","9,65",1555,,121,18,103,103,43,60,60,48,12,57,9,48,Medium,30,False
AMM ENREGISTREE,Commercialisé,TRISULFA FORTE,800 MG / 160 MG,COMPRIME,BOITE DE 20,GN,TRIMETHOPRIME // SULFAMETHOXAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"28,50","17,80","16,98",1556,,54,1,53,53,11,42,42,12,30,30,19,11,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,ULCECURE,1000 / 500 / 20 MG,COMPRIME / GELULE,42 UNITES,GN,AMOXICILLINE // CLARITHROMYCINE // OMEPRAZOLE,GASTRO-ENTEROLOGIE,GALENICA,"315,00","209,00","199,60",1557,,118,38,80,80,31,49,49,37,12,53,1,52,Medium,30,False
AMM RETIREE,Rertiré du Marché,ULCEMID,400 MG,COMPRIME,BOITE DE 20,GN,CIMETIDINE,GASTRO-ENTEROLOGIE,GALENICA,"32,00","19,90","17,80",1558,,121,18,103,148,17,131,131,29,102,102,15,87,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,VIBREX,100 MG,COMPRIME,BOITE DE 1,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"46,70","29,20","27,82",1559,,199,12,187,187,17,170,170,17,153,153,4,149,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,VIBREX,100 MG,COMPRIME,BOITE DE 4,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"161,90","101,20","96,35",1560,,156,30,126,126,0,126,126,0,126,148,13,135,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,VIBREX,50 MG,COMPRIME,BOITE DE 1,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"32,50","20,30","19,35",1561,,175,40,135,135,16,119,140,22,118,118,46,72,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,VIBREX,50 MG,COMPRIME,BOITE DE 4,GN,SILDENAFIL,UROLOGIE ET NEPHROLOGIE,GALENICA,"93,50","58,40","55,64",1562,,174,33,141,141,32,109,109,50,59,59,31,28,Fast,40,True
AMM ENREGISTREE,Commercialisé,VITAMINE C,1000,COMPRIME EFFERVESCENT,BOITE DE 10,GN,ACIDE ASCORBIQUE,VITAMINES,GALENICA,"13,80","8,60","8,23",1563,,117,46,71,71,47,24,24,18,6,41,1,40,Medium,30,False
AMM ENREGISTREE,Commercialisé,VITAMINE C,1000,COMPRIME EFFERVESCENT,BOITE DE 20,GN,ACIDE ASCORBIQUE,VITAMINES,GALENICA,"24,80","15,50","14,74",1564,,154,50,104,104,9,95,95,31,64,64,11,53,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ZEPRAL,10 MG,GELULE,BOITE DE 30,GN,CLORAZEPATE (DIPOTASSIQUE),NEUROLOGIE-PSYCHIATRIE,GALENICA,"17,40","10,90","10,35",1565,,51,4,47,47,15,32,54,20,34,34,10,24,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,ZEPRAL,5 MG,GELULE,BOITE DE 30,GN,CLORAZEPATE (DIPOTASSIQUE),NEUROLOGIE-PSYCHIATRIE,GALENICA,"13,40","8,40","7,98",1566,,160,13,147,147,3,144,144,34,110,110,25,85,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTION POUR PERFUSION (IV) POCHE SOUPLE FLIP OFF EN PVC PLASTIFIEE,POCHE DE 250 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,07",1567,,51,13,38,38,13,25,25,25,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIEE,POCHE DE 100 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,10","8,20","7,79",1568,,132,16,116,116,17,99,99,22,77,77,11,66,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIEE,POCHE DE 1000 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"25,00","15,60","14,88",1569,,165,10,155,155,40,115,115,19,96,96,46,50,Medium,30,False
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIEE,POCHE DE 1000 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"24,80","15,50","14,74",1570,,186,11,175,175,44,131,131,0,131,131,33,98,Medium,30,False
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIEE,POCHE DE 100 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,06",1571,,146,45,101,101,0,101,141,3,138,138,25,113,Slow,20,False
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIEE,POCHE DE 500 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"19,70","12,30","11,71",1572,,180,38,142,142,5,137,137,31,106,106,34,72,Medium,30,False
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIEE,POCHE DE 500 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"19,10","12,00","11,40",1573,,133,34,99,99,36,63,63,44,19,19,3,16,Medium,30,True
AMM ENREGISTREE,Commercialisé,CHLORURE DE SODIUM GENERATION SANTE,"0,009",SOLUTION POUR PERFUSION (IV) POCHE SOUPLE TWIST OFF EN PVC PLASTIFIEE,POCHE DE 250 ML,GN,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,07",1574,,114,20,94,94,41,53,81,34,47,47,18,29,Medium,30,True
AMM ENREGISTREE,Commercialisé,CITAFINE,1 G,POUDRE POUR SOLUTION POUR PERFUSION,BOITE DE 1 FLACON DE 50ML,GN,GEMCITABINE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"971,00","691,00","658,35",1575,,143,19,124,124,25,99,99,28,71,121,10,111,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,DACIN,100 MG,LYOPHILISAT,BOITE DE 12 FLACONS - AMPOULES,GN,DACARBAZINE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"428,00","284,00","270,96",1576,,146,34,112,112,14,98,120,27,93,93,43,50,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,DACIN,200 MG,LYOPHILISAT,BOITE DE 12 FLACONS - AMPOULES,GN,DACARBAZINE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"727,00","483,00","460,66",1577,,170,20,150,150,29,121,121,37,84,84,2,82,Medium,30,False
AMM ENREGISTREE,Commercialisé,ENCIFER,100 MG / 5 ML,SOLUTION POUR PERFUSION,BOITE DE 1 AMPOULE DE 5 ML,GN,COMPLEXE D'HYDROXYDE FERRIQUE SACCHAROSE,METABOLISME NUTRITION DIABETE,GENERATION SANTE,"57,20","35,70","34,05",1578,,95,39,56,56,17,39,39,16,23,23,2,21,Slow,20,False
AMM ENREGISTREE,Commercialisé,FOSEAL,800 MG,COMPRIME PELLICULE,BOITE DE 180,GN,SEVELAMER CHLORHYDRATE,UROLOGIE ET NEPHROLOGIE,GENERATION SANTE,"808,00","537,00","512,00",1579,,82,35,47,47,0,47,74,7,67,67,25,42,Slow,20,False
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 250ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,07",1580,,110,29,81,81,33,48,48,48,0,0,0,0,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 250ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"13,50","8,50","8,07",1581,,79,22,57,57,34,23,59,12,47,47,11,36,Slow,20,False
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 100 ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"14,60","9,10","8,68",1582,,67,9,58,58,34,24,24,8,16,16,2,14,Slow,20,True
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 500ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"21,00","13,10","12,52",1583,,153,47,106,106,35,71,71,29,42,68,22,46,Fast,40,False
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 1000ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"26,40","16,50","15,71",1584,,123,17,106,106,14,92,92,38,54,54,42,12,Medium,30,True
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 500ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"21,00","13,10","12,52",1585,,81,32,49,49,49,0,0,0,0,0,0,0,Medium,30,True
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 1000ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"26,20","16,30","15,58",1586,,92,3,89,89,12,77,77,13,64,64,0,64,Very Slow,10,False
AMM ENREGISTREE,Commercialisé,GLUCOSE GENERATION SANTE,"0,05",SOLUTE INJECTABLE,"POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 100 ML",GN,GLUCOSE,SOLUTION POUR PERFUSION,GENERATION SANTE,"14,00","8,70","8,34",1587,,51,15,36,36,23,13,34,1,33,33,2,31,Slow,20,False
AMM ENREGISTREE,Commercialisé,IMTUS,100 MG / 5 ML,SOLUTION A DILUER POUR PERFUSION,BOITE D'UN FLACON DE 5 ML,GN,IRINOTECAN TRHYDRATE CHLORHYDRATE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"1313,00","1043,00","993,83",1588,,73,41,32,32,8,24,72,3,69,69,15,54,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,IMTUS,40 MG / 2 ML,SOLUTION A DILUER POUR PERFUSION,BOITE D'UN FLACON DE 2 ML,GN,IRINOTECAN TRHYDRATE CHLORHYDRATE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"520,00","345,00","329,15",1589,,126,11,115,115,33,82,82,16,66,66,3,63,Slow,20,False
AMM ENREGISTREE,Commercialisé,LITAK,10 MG / 5 ML,SOLUTION POUR INJECTION OU PERFUTION IV,BOITE DE 1 FLACON,GN,CLADRIBINE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"3800,00","3500,00","3333,34",1590,,82,45,37,37,10,27,27,17,10,35,5,30,Slow,20,False
AMM ENREGISTREE,Commercialisé,LITAK,10 MG / 5 ML,SOLUTION POUR INJECTION OU PERFUTION IV,BOITE DE 5 FL,GN,CLADRIBINE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"16500,00","16184,00","15784,32",1591,,162,47,115,115,22,93,120,9,111,111,12,99,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,MOFILET,500 MG,COMPRIME PELLICULE,BOITE DE 10,GN,MYCOPHENOLATE MOFETIL,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"165,20","103,20","98,33",1592,,139,16,123,146,27,119,119,37,82,82,39,43,Medium,30,False
AMM ENREGISTREE,Commercialisé,MYRIN 100,100 MG,COMPRIME ENROBE,BOITE DE 30,GN,THALIDOMIDE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"1584,00","1322,00","1259,05",1593,,198,17,181,181,3,178,178,1,177,177,37,140,Slow,20,False
AMM ENREGISTREE,Commercialisé,MYRIN 50,50 MG,COMPRIME ENROBE,BOITE DE 30,GN,THALIDOMIDE,CANCEROLOGIE-HEMATOLOGIE,GENERATION SANTE,"1346,00","1077,00","1025,71",1594,,177,29,148,148,23,125,125,45,80,106,18,88,Medium,30,False
